landingFacilityType|locationIdentifier|stateCode|cityName|officialFacilityName|elevation|land_area|refPtLatitude|refPtLongitude
HELIPORT|5AR9|AR|MOUNTAIN HOME|BAXTER COUNTY RGNL HOSPITAL|865||36.3417305555556|-92.3989083333333
HELIPORT|42AR|AR|MOUNTAIN HOME|BAXTER COUNTY SHERIFFS|773|2|36.3342222222222|-92.3862222222222
AIRPORT|76AR|AR|MOUNTAIN HOME|JOHNSON FIELD|814||36.3496666666667|-92.4505555555556
AIRPORT|7M2|AR|MOUNTAIN VIEW|MOUNTAIN VIEW WILCOX MEMORIAL FIELD|805|88|35.8644802777778|-92.0903386111111
HELIPORT|2AR3|AR|MOUNTAIN VIEW|STONE COUNTY MEDICAL CENTER|765||35.856185|-92.0829288888889
AIRPORT|7M3|AR|MOUNT IDA|BEARCE|644.4|94|34.5290811111111|-93.5294241666667
AIRPORT|02AR|AR|MURFREESBORO|MOUNT MORIAH FIELD|400||34.1169444444444|-93.6965
HELIPORT|AR66|AR|MURFREESBORO|PIKE COUNTY HOSPITAL|335||34.0712194444444|-93.6864944444444
HELIPORT|0AR8|AR|NASHVILLE|HOWARD MEMORIAL HOSPITAL|549||33.9488416666667|-93.880225
AIRPORT|M77|AR|NASHVILLE|HOWARD COUNTY|553.1|85|33.9971944444444|-93.8380833333333
AIRPORT|19AR|AR|NAYLOR|NAYLOR FIELD|230||35.1539722222222|-92.22075
AIRPORT|M19|AR|NEWPORT|NEWPORT RGNL|238.9|331|35.6377222222222|-91.1763888888889
HELIPORT|AR92|AR|NEWPORT|UNITY HEALTH HARRIS MEDICAL CENTER|225||35.6097861111111|-91.2644527777778
AIRPORT|43AR|AR|NEWPORT|HAIGWOOD LANDING STRIP|230||35.6113888888889|-91.2413888888889
AIRPORT|ORK|AR|NORTH LITTLE ROCK|NORTH LITTLE ROCK MUNI|545.4|621|34.8331388888889|-92.2541388888889
AIRPORT|AR55|AR|NORTH LITTLE ROCK|R V STEWART FIELD|251|52|34.7398133333333|-92.0901438888889
HELIPORT|1AR8|AR|NORTH LITTLE ROCK|ST VINCENT NORTH HOSPITAL|260.5||34.8135527777778|-92.2073722222222
AIRPORT|8AR1|AR|OAKLAND|TOTTY FIELD|780||36.4894444444444|-92.6422222222222
HELIPORT|AR67|AR|OSCEOLA|SMC RGNL MEDICAL CENTER|244||35.7003555555556|-89.9756433333333
AIRPORT|7M4|AR|OSCEOLA|OSCEOLA MUNI|234.7|110|35.6911388888889|-90.0101111111111
AIRPORT|7M5|AR|OZARK|OZARK-FRANKLIN COUNTY|648|46|35.5106958333333|-93.8393075
AIRPORT|2AR1|AR|OZARK|ETNA|536||35.3698472222222|-93.8430611111111
AIRPORT|51AR|AR|OZARK|"BYRD'S BACKCOUNTRY AIRSTRIP"|800||35.6774444444444|-93.7322944444444
AIRPORT|AR17|AR|PALESTINE|BURNS AERODROME|207|10|34.9834261111111|-90.9151161111111
AIRPORT|PGR|AR|PARAGOULD|KIRK FIELD|290.2|220|36.0638055555556|-90.5091944444444
AIRPORT|3AR9|AR|PARAGOULD|HOG AIR AVIATION INC|240||36.0552138888889|-90.36685
HELIPORT|AR95|AR|PARAGOULD|ARKANSAS METHODIST HOSPITAL|326||36.0509022222222|-90.4981619444444
AIRPORT|7M6|AR|PARIS /SUBIACO/|PARIS MUNI|430|70|35.2991152777778|-93.68161375
AIRPORT|7M7|AR|PIGGOTT|PIGGOTT MUNI|275|7|36.3782055555556|-90.1662416666667
HELIPORT|AR73|AR|PIGGOTT|PIGGOTT COMMUNITY HOSPITAL|272||36.3897222222222|-90.2037777777778
AIRPORT|PBF|AR|PINE BLUFF|PINE BLUFF RGNL AIRPORT GRIDER FIELD|205.7|750|34.1745130555556|-91.9356042222222
HELIPORT|13AR|AR|PINE BLUFF|JRMC|227||34.1872333333333|-92.0168194444444
AIRPORT|M70|AR|POCAHONTAS|POCAHONTAS MUNI|273.3|373|36.2455|-90.9552222222222
HELIPORT|AR53|AR|POCAHONTAS|FIVE RIVERS MEDICAL CENTER|433||36.28925|-90.9963194444444
AIRPORT|0AR3|AR|POINT CEDAR|BENT HICKORY AIR RANCH|550||34.3280291666667|-93.2592888888889
AIRPORT|AR93|AR|POLLARD|ARK-MO|308||36.4856144444444|-90.28038
AIRPORT|4F7|AR|PRESCOTT|KIZER FIELD|318.8|64|33.8038888888889|-93.3621666666667
AIRPORT|2AR7|AR|PRESCOTT|HEAD AIRFIELD|441|20|33.8491111111111|-93.4791388888889
AIRPORT|7M8|AR|RECTOR|RECTOR|281|29|36.2500630555556|-90.3195455555555
AIRPORT|ROG|AR|ROGERS|ROGERS EXECUTIVE - CARTER FIELD|1358.8|460|36.3724166666667|-94.1069722222222
HELIPORT|AR36|AR|ROGERS|MEDI-PORT|1350||36.3329666666667|-94.1320277777778
AIRPORT|AR11|AR|ROGERS|OZARK AERODROME|1270|6|36.2888888888889|-94.0902777777778
HELIPORT|53AR|AR|ROGERS|MERCY HOSPITAL NORTHWEST ARKANSAS|1276||36.3084473333333|-94.1842253611111
AIRPORT|AR12|AR|ROSE BUD|"MC DONALD'S STRIP"|700|8|35.3189861111111|-92.0323888888889
AIRPORT|RUE|AR|RUSSELLVILLE|RUSSELLVILLE RGNL|409.2|317|35.2592830555556|-93.0926222222222
HELIPORT|4AR0|AR|RUSSELLVILLE|"ST MARY'S RGNL MEDICAL CENTER"|393||35.2841416666667|-93.1500833333333
AIRPORT|2AR2|AR|SAGE|DAVIDSON FIELD|835|35|36.0151833333333|-91.7966166666667
AIRPORT|7M9|AR|SALEM|SALEM|786.7|127|36.3559080555556|-91.8309547222222
HELIPORT|AR68|AR|SALEM|FULTON COUNTY HOSPITAL|700||36.3827527777778|-91.8110027777778
AIRPORT|SRC|AR|SEARCY|SEARCY MUNI|264.5|330|35.2106097222222|-91.7375394444444
HELIPORT|29AR|AR|SEARCY|WHITE COUNTY MEDICAL CENTER|273||35.2524916666667|-91.697375
HELIPORT|AR78|AR|SEARCY|UNITY HEALTH WHITE COUNTY MEDICAL CENTER|260||35.2334527777778|-91.7297361111111
HELIPORT|AR33|AR|SEARCY|HONEY HILL|340||35.2334183333333|-91.7873611111111
AIRPORT|26AR|AR|SEARCY|"FLY ""N"" K"|400||35.2155|-91.8078333333333
AIRPORT|7AR4|AR|SEARCY|"BROWN'S"|367||35.2922222222222|-91.89
AIRPORT|35AR|AR|SEARCY|SWEET SPRINGS|418||35.3118055555556|-91.8756361111111
AIRPORT|9M8|AR|SHERIDAN|SHERIDAN MUNI|236|152|34.3275277777778|-92.3513333333333
AIRPORT|AR22|AR|SHERRILL|"TOMMY'S FLYING SERVICE INC"|215||34.381485|-91.9584719444445
AIRPORT|99A|AR|SHERRILL|"SMITH'S INTL"|218|50|34.4062222222222|-91.95875
AIRPORT|SLG|AR|SILOAM SPRINGS|SMITH FIELD|1191.4|270|36.1918611111111|-94.49
HELIPORT|AR69|AR|SILOAM SPRINGS|SILOAM SPRINGS MEMORIAL HOSPITAL|1140||36.1893777777778|-94.5067555555556
AIRPORT|38AR|AR|SILOAM SPRINGS|WILLIAMS FIELD|1150||36.1188277777778|-94.4682138888889
AIRPORT|ASG|AR|SPRINGDALE|SPRINGDALE MUNI|1352.5|228|36.1763888888889|-94.11925
HELIPORT|0AR0|AR|SPRINGDALE|SMH|1352||36.1814663888889|-94.1371475
HELIPORT|14AR|AR|SPRINGDALE|ACH SPRINGDALE HELIPORT|1360||36.1618888333333|-94.1890980833333
AIRPORT|16AR|AR|SPRINGFIELD|HEIFER CREEK RANCH|730||35.3011111111111|-92.5733333333333
AIRPORT|55M|AR|STAR CITY|STAR CITY MUNI|398|40|33.9264166666667|-91.8611111111111
AIRPORT|4F8|AR|STEPHENS|WILSON|230|40|33.4431944444444|-93.0543055555556
HELIPORT|32AR|AR|STUTTGART|STUTTGART MEMORIAL HOSPITAL|193||34.5177777777778|-91.5597222222222
AIRPORT|SGT|AR|STUTTGART|STUTTGART MUNI CARL HUMPHREY FIELD|224.4|2560|34.5994785277778|-91.5750002777778
AIRPORT|TXK|AR|TEXARKANA|TEXARKANA RGNL-WEBB FIELD|389.5|964|33.4537222222222|-93.9910277777778
AIRPORT|AR44|AR|TEXARKANA|FLYING W|265|9|33.5126236111111|-94.0135216666667
HELIPORT|AR37|AR|TEXARKANA|ST MICHAEL HOSPITAL|1100||33.4273194444444|-94.0423277777778
AIRPORT|57AR|AR|ASHDOWN|SANDY RIDGE FARMS|334||33.6605555555556|-94.2416666666667
AIRPORT|5AR1|AR|TILLAR|TILLAR|150|7|33.7126072222222|-91.4612333333333
AIRPORT|AR79|AR|TILLAR|FLYING G RANCH|150|12|33.6931636111111|-91.3795636111111
AIRPORT|5AR2|AR|TURRELL|TURRELL FLYING SERVICE|226||35.375|-90.2063888888889
HELIPORT|AR87|AR|VAN BUREN|SPARKS MEDICAL CENTER VAN BUREN|467||35.4346305555556|-94.3399444444444
HELIPORT|44AR|AR|VILONIA|AIR EVAC LIFETEAM 30|470||35.0834166666667|-92.2003222222222
AIRPORT|M27|AR|WALDRON|WALDRON MUNI|705|106|34.876|-94.1088888888889
AIRPORT|ARG|AR|WALNUT RIDGE|WALNUT RIDGE RGNL|279|1800|36.1246666666667|-90.9251111111111
HELIPORT|AR20|AR|WALNUT RIDGE|LAWRENCE MEMORIAL|265||36.0744083333333|-90.9673638888889
AIRPORT|3M9|AR|WARREN|WARREN MUNI|235|40|33.5604433333333|-92.0853886111111
HELIPORT|AR70|AR|WARREN|BRADLEY COUNTY MEDICAL CENTER|200||33.6108777777778|-92.0600666666667
AIRPORT|0AR7|AR|WATSON|YANCOPIN|150||33.9501041666667|-91.1812252777778
AIRPORT|8M2|AR|WEINER|SALLY WOFFORD|245|15|35.5902722222222|-90.9136722222222
AIRPORT|5AR7|AR|WEINER|KELLER AIRFIELD|249|5|35.6866666666667|-90.7936111111111
AIRPORT|AR27|AR|WESLEY|LOLLARS CREEK FARM|1430||35.9389672222222|-93.84575
AIRPORT|AWM|AR|WEST MEMPHIS|WEST MEMPHIS MUNI|212.7|494|35.1350555555556|-90.2344444444444
AIRPORT|10AR|AR|WHITE HALL|HICKORY RIDGE|320||34.2628611111111|-92.1216111111111
AIRPORT|05XS|AR|WILMOT|JOHNSON MEMORIAL|105|10|33.0785|-91.5618333333333
AIRPORT|9AR4|AR|WOODSON|TANGO 7|233||34.5230916666667|-92.1676555555556
HELIPORT|AR74|AR|WYNNE|CROSS RIDGE COMMUNITY HOSPITAL|265||35.2200886111111|-90.7865019444445
HELIPORT|3AR1|AR|YELLVILLE|PINE MOUNTAIN|800||36.4105555555556|-92.6633333333333
HELIPORT|46AR|AR|LOWELL|ASP LOWELL|1324||36.2559876944444|-94.1621429166667
AIRPORT|FAQ|AS|FITIUTA VILLAGE|FITIUTA|110||-14.21577575|-169.42390575
AIRPORT|Z08|AS|OFU VILLAGE|OFU|9|18|-14.1843505555556|-169.670023611111
AIRPORT|PPG|AS|PAGO PAGO|PAGO PAGO INTL|32|700|-14.33166|-170.711503055556
AIRPORT|26AZ|AZ|AGUILA|"FLYING DARE'S RANCH"|2192||34.0119719444444|-113.202970555556
AIRPORT|27AZ|AZ|AGUILA|EAGLE ROOST AIRPARK|2206||33.91935|-113.167816666667
AIRPORT|28AZ|AZ|AGUILA|"SAMPLEY'S"|2208|55|33.9228072222222|-113.181303333333
AIRPORT|P01|AZ|AJO|ERIC MARCUS MUNI|1458|1375|32.4528888888889|-112.861416666667
AIRPORT|E51|AZ|BAGDAD|BAGDAD|4195.7|91|34.5928944444444|-113.171948611111
AIRPORT|31AZ|AZ|BENSON|BENSON|3628|125|31.9636944444444|-110.259794722222
AIRPORT|E95|AZ|BENSON|BENSON MUNI|3830.9|140|31.9994444444444|-110.357972222222
AIRPORT|P04|AZ|BISBEE|BISBEE MUNI|4780|300|31.3639902777778|-109.883128611111
HELIPORT|6AZ6|AZ|BISBEE|COPPER QUEEN HOSPITAL|5001||31.4176888888889|-109.882466666667
HELIPORT|AZ68|AZ|BLACK CANYON CITY|BLACK CANYON CITY MEDICAL CENTER|2040||34.0637472222222|-112.145811111111
AIRPORT|62AZ|AZ|BOUSE|JALAPENO RANCH|1090|56|33.8600583333333|-113.929811111111
AIRPORT|10AZ|AZ|BUCKEYE|FARM AG|860|300|33.3667083333333|-112.618778055556
AIRPORT|BXK|AZ|BUCKEYE|BUCKEYE MUNI|1032.7|706|33.4204166666667|-112.686180833333
HELIPORT|22AZ|AZ|BULLHEAD CITY|WESTERN ARIZONA RGNL MEDICAL CENTER|925||35.1113583333333|-114.554291666667
AIRPORT|IFP|AZ|BULLHEAD CITY|LAUGHLIN/BULLHEAD INTL|707.1|650|35.1546111111111|-114.559333333333
AIRPORT|A20|AZ|BULLHEAD CITY|SUN VALLEY|725|100|35.0056388888889|-114.565027777778
AIRPORT|1AZ8|AZ|BULLHEAD CITY|WILLOW SPRINGS RANCH|3750|160|35.29583|-114.373015555556
AIRPORT|A09|AZ|BULLHEAD CITY|EAGLE AIRPARK|485|40|34.8881666666667|-114.616638888889
AIRPORT|19AZ|AZ|CAMP VERDE|MONTEZUMA|3370||34.6050236111111|-111.865151666667
HELIPORT|01AZ|AZ|CAMP VERDE|YAT|3300||34.6080555555556|-111.864722222222
AIRPORT|33AZ|AZ|CAMP WOOD|YOLO RANCH|5950||34.79863|-112.970187222222
HELIPORT|AZ91|AZ|CAREFREE|THE BOULDERS|2360||33.8028169444444|-111.918480277778
AIRPORT|18AZ|AZ|CAREFREE|SKY RANCH AT CAREFREE|2568|55|33.8180947222222|-111.897924166667
HELIPORT|AZ52|AZ|CAREFREE|HORSESHOE DAM|2020||33.9819830555556|-111.716533055556
HELIPORT|AZ51|AZ|CAREFREE|BARTLETT DAM|1610||33.8186527777778|-111.632638333333
AIRPORT|CGZ|AZ|CASA GRANDE|CASA GRANDE MUNI|1464.1|640|32.9548888888889|-111.766833333333
AIRPORT|P19|AZ|CHANDLER|STELLAR AIRPARK|1181.3|200|33.2987708333333|-111.9157875
HELIPORT|AZ87|AZ|CHANDLER|JEPPESEN RANCH|1203||33.2275511111111|-111.853471666667
HELIPORT|AZ76|AZ|CHANDLER|CHANDLER RGNL MEDICAL CENTER|1195||33.2981194444444|-111.873525
AIRPORT|CHD|AZ|CHANDLER|CHANDLER MUNI|1243.1|550|33.2691111111111|-111.811111111111
AIRPORT|E91|AZ|CHINLE|CHINLE MUNI|5550|357|36.1093055555556|-109.575472222222
AIRPORT|59AZ|AZ|CHINO VALLEY|ROBIN|4772|22|34.7444672222222|-112.445168888889
AIRPORT|AZ46|AZ|CHINO VALLEY|H&H RANCH AIRSTRIP|5025|52|34.7664111111111|-112.549060833333
AIRPORT|Z95|AZ|CIBECUE|CIBECUE|5037|163|34.0033333333333|-110.444166666667
AIRPORT|CFT|AZ|CLIFTON/MORENCI|GREENLEE COUNTY|3797.8|457|32.9570386388889|-109.211162305556
AIRPORT|AZ66|AZ|CLIFTON|DOUBLE CIRCLE RANCH|4863||33.3405472222222|-109.494465277778
AIRPORT|AZC|AZ|COLORADO CITY|COLORADO CITY MUNI|4873.8|209|36.9599444444444|-113.013888888889
AIRPORT|35AZ|AZ|CONTINENTAL|CONTINENTAL|2869|12|31.8436955555556|-110.976756666667
AIRPORT|P08|AZ|COOLIDGE|COOLIDGE MUNI|1576.1|1268|32.9360233333333|-111.426473361111
AIRPORT|37AZ|AZ|COOLIDGE|SARITA|1464|5|32.9356177777778|-111.484566666667
AIRPORT|P52|AZ|COTTONWOOD|COTTONWOOD|3560|210|34.7300555555556|-112.035138888889
HELIPORT|AZ22|AZ|COTTONWOOD|MARCUS J LAWRENCE MEDICAL CENTER|3450||34.7369861111111|-112.029630555556
GLIDERPORT|AZ86|AZ|COYOTE SPRINGS|A C GOODWIN MEMORIAL FIELD|4948||34.6851944444444|-112.29025
ULTRALIGHT|AZ00|AZ|DATELAND|MORTON FIELD ULTRALIGHT|475|20|32.8058333333333|-113.506944444444
AIRPORT|AZ49|AZ|DOLAN SPRINGS|AILERON ORCHARDS|2872||35.7888666666667|-114.132097222222
AIRPORT|DGL|AZ|DOUGLAS|DOUGLAS MUNI|4173|640|31.3426027777778|-109.506454444444
AIRPORT|AZ17|AZ|DOUGLAS|CIRCLE H RANCH|4680||31.5022222222222|-109.391111111111
AIRPORT|P03|AZ|DOUGLAS|COCHISE COLLEGE|4146|104|31.3713138888889|-109.689952777778
AIRPORT|DUG|AZ|DOUGLAS BISBEE|BISBEE DOUGLAS INTL|4150.2|3000|31.4689444444444|-109.60375
AIRPORT|EE0|AZ|ELOY|ELOY FARMS AIRSTRIP|1555|82|32.6895027777778|-111.549319444444
AIRPORT|E60|AZ|ELOY|ELOY MUNI|1511.2|371|32.8067218055556|-111.586626277778
AIRPORT|AZ04|AZ|ELOY|SAWTOOTH ARPT|1550|600|32.6608472222222|-111.681530555556
AIRPORT|FLG|AZ|FLAGSTAFF|FLAGSTAFF PULLIAM|7014.7|763|35.1403055555556|-111.66925
HELIPORT|AZ23|AZ|FLAGSTAFF|FLAGSTAFF MALL|6835||35.2236225|-111.583215833333
HELIPORT|3AZ0|AZ|FLAGSTAFF|FLAGSTAFF MEDICAL CENTER EAST NO 2|7016||35.2083|-111.643113888889
AIRPORT|FHU|AZ|FORT HUACHUCA SIERRA VISTA|SIERRA VISTA MUNI-LIBBY AAF|4719.1||31.5884722222222|-110.344388888889
AIRPORT|5AZ9|AZ|FORT THOMAS|REGENERATION|2750||33.0327777777778|-109.9875
AIRPORT|E63|AZ|GILA BEND|GILA BEND MUNI|788.7|232|32.9601694444444|-112.6736375
AIRPORT|AZ05|AZ|GILA BEND|LAKESIDE AIRPARK|780||33.1125|-112.661666666667
AIRPORT|GAX|AZ|GILA BEND|WILLIAMS AUXILIARY AIRFIELD 6|806|170|32.88525|-112.816305555556
AIRPORT|GXF|AZ|GILA BEND|GILA BEND AF AUX|883||32.8878472222222|-112.719609722222
HELIPORT|3AZ1|AZ|GILBERT|PIXLEY-RICHARDS GILBERT|1231||33.3722697222222|-111.836528333333
HELIPORT|06AZ|AZ|GILBERT|MERCY GILBERT MEDICAL CENTER|1280||33.2879916666667|-111.752119444444
ULTRALIGHT|AZ79|AZ|GLENDALE|AIRSCREW PERFORMANCE FLIGHTPARK|1112|3|33.5300411111111|-112.2165425
AIRPORT|GEU|AZ|GLENDALE|GLENDALE MUNI|1071.3|514|33.5269166666667|-112.295138888889
HELIPORT|77AZ|AZ|GLENDALE|BANNER THUNDERBIRD MEDICAL CENTER|1328||33.6083333333333|-112.179597222222
AIRPORT|LUF|AZ|GLENDALE|LUKE AFB|1085||33.5349669444444|-112.383199583333
AIRPORT|P13|AZ|GLOBE|SAN CARLOS APACHE|3260.8|185|33.3531388888889|-110.667361111111
HELIPORT|AZ56|AZ|GOLDFIELD|MORMON FLAT DAM|1640||33.5533797222222|-111.444854444444
HELIPORT|AZ55|AZ|GOLDFIELD|HORSE MESA NR 1|1890||33.5825472222222|-111.357351944444
HELIPORT|AZ53|AZ|GOLDFIELD|HORSE MESA DAM NR 2|1891||33.5906030555556|-111.344295555556
HELIPORT|AZ54|AZ|GOLDFIELD|STEWART MOUNTAIN DAM|1530||33.5522675|-111.549023055556
HELIPORT|76AZ|AZ|GOODYEAR|WEST VALLEY MEDICAL CENTER|974||33.4613111111111|-112.352761111111
AIRPORT|GYR|AZ|GOODYEAR|PHOENIX GOODYEAR|968.9|789|33.4232863888889|-112.375353611111
AIRPORT|GCN|AZ|GRAND CANYON|GRAND CANYON NATIONAL PARK|6608.9|859|35.9523611111111|-112.146972222222
AIRPORT|40G|AZ|GRAND CANYON|VALLE|5999|330|35.6506458333333|-112.148054166667
AIRPORT|14AZ|AZ|GREEN VALLEY|RUBY STAR AIRPARK|4011||31.9092222222222|-111.120972222222
HELIPORT|AZ69|AZ|GREEN VALLEY|GREEN VALLEY HOSPITAL|2970||31.8072222222222|-111.009444444444
AIRPORT|68AZ|AZ|HACKBERRY|MUSIC MOUNTAIN AIR RANCH|3450|160|35.4751222222222|-113.769191666667
AIRPORT|6AZ2|AZ|HEBER|WISKY RANCH/CHEVLON|6172||34.6168055555556|-110.627961111111
AIRPORT|03AZ|AZ|HEREFORD|THOMPSON INTL AVIATION|4275|25|31.4334325|-110.083965833333
AIRPORT|P14|AZ|HOLBROOK|HOLBROOK MUNI|5261.8|343|34.9407222222222|-110.1385
AIRPORT|11AZ|AZ|HUACHUCA CITY|WHETSTONE|4250||31.6837019444444|-110.2900775
AIRPORT|AZ21|AZ|HUACHUCA CITY/TOMBSTONE|FOUR PILLARS|4100|160|31.7458333333333|-110.247777777778
AIRPORT|0V7|AZ|KAYENTA|KAYENTA|5687.5|140|36.7164444444444|-110.228444444444
AIRPORT|38AZ|AZ|KAYENTA|PEABODY BEDARD FIELD|6581.4||36.4717355555556|-110.417902083333
AIRPORT|E67|AZ|KEARNY|KEARNY|1833|20|33.0471944444444|-110.909055555556
AIRPORT|IGM|AZ|KINGMAN|KINGMAN|3448.8|4200|35.2594722222222|-113.938055555556
AIRPORT|73AZ|AZ|KINGMAN|DUNTON RANCH|5115||35.2019444444444|-113.360833333333
AIRPORT|AZ71|AZ|KINGMAN|BIG SANDY|2922|640|34.8707569444444|-113.586643055556
AIRPORT|AZ97|AZ|KINGMAN|X BAR 1 RANCH (LOWER)|3710||35.3483291666667|-113.688830277778
AIRPORT|4AZ6|AZ|KINGMAN|PARSONS FIELD|3760||34.9980638888889|-113.461597222222
AIRPORT|AZ45|AZ|KLONDYKE|CHINA PEAK OBSERVATORY|4800|110|32.7292347222222|-110.296475277778
AIRPORT|AN01|AZ|KLONDYKE|AV RANCH|3500||32.8166666666667|-110.316666666667
AIRPORT|9AZ2|AZ|LAKE HAVASU CITY|SAGEBRUSH TRAILS ESTATES|1984|588|34.5827777777778|-114.027777777778
AIRPORT|HII|AZ|LAKE HAVASU CITY|LAKE HAVASU CITY|783|646|34.5711111111111|-114.358277777778
HELIPORT|AZ80|AZ|LAKE HAVASU CITY|HAVASU SAMARITAN RGNL HOSPITAL|600||34.4811230555556|-114.339121388889
HELIPORT|71AZ|AZ|LAKE HAVASU CITY|SPAWR|665||34.51|-114.344166666667
AIRPORT|AZ90|AZ|LAVEEN|HANGAR HACIENDAS|1225|68|33.3533786111111|-112.127371388889
HELIPORT|02AZ|AZ|MARANA|SILVER BELL AHP|1868.6|726|32.5208694444444|-111.335794444444
ULTRALIGHT|4AZ8|AZ|MARANA|THE ULTRALIGHT STRIP|2120|58|32.2947222222222|-111.344444444444
AIRPORT|MZJ|AZ|MARANA|PINAL AIRPARK|1893.1|1508|32.5098333333333|-111.325333333333
AIRPORT|AZ03|AZ|MARBLE CANYON|CLIFF DWELLERS|4217|68|36.7344308333333|-111.752663888889
AIRPORT|L41|AZ|MARBLE CANYON|MARBLE CANYON|3603|80|36.8108055555556|-111.644444444444
AIRPORT|AZ78|AZ|MARICOPA|MOOSE CREEK|1420|160|33.0111111111111|-112.281666666667
AIRPORT|AZ13|AZ|MARICOPA|SCHU RANCH|1410|30|33.0169922222222|-112.28126
AIRPORT|AZ31|AZ|MARICOPA|SERENE FIELD|1456||32.996715|-112.272370555556
AIRPORT|40AZ|AZ|MARICOPA|BOULAIS RANCH|1240||33.0789383333333|-112.129033333333
HELIPORT|2AN2|AZ|MARICOPA|AK-CHIN|1073||33.0272222222222|-112.085277777778
AIRPORT|41AZ|AZ|MARICOPA|FARMS|1210||32.9861625|-112.025696111111
AIRPORT|2AZ4|AZ|MARICOPA|MILLAR|1215|80|33.0536605555556|-112.145700555556
GLIDERPORT|E68|AZ|MARICOPA|ESTRELLA SAILPORT|1273|640|33.0853266666667|-112.160979444444
AIRPORT|AZ43|AZ|MARICOPA|HIDDEN VALLEY|1245|80|33.0541666666667|-112.173611111111
AIRPORT|2AZ9|AZ|MCNEAL|ETHNOS AIR|4200||31.6023177777778|-109.651458333333
AIRPORT|L25|AZ|MEADVIEW|PEARCE FERRY|2941|8|36.0932222222222|-114.046722222222
AIRPORT|FFZ|AZ|MESA|FALCON FLD|1394|784|33.4608333333333|-111.728333333333
HELIPORT|66AZ|AZ|MESA|BANNER DESERT MEDICAL CENTER|1199||33.389525|-111.875755555556
HELIPORT|AZ10|AZ|MESA|JSJ|1250||33.4472675|-111.846529722222
HELIPORT|AZ81|AZ|MESA|BOEING|1371|80|33.4772222222222|-111.731944444444
HELIPORT|AZ92|AZ|MESA|BANNER BAYWOOD MEDICAL CENTER|1425||33.4111166666667|-111.687019444444
HELIPORT|AZ39|AZ|MESA|TURF|1385|4|33.4632402777778|-111.728749722222
HELIPORT|08AZ|AZ|MESA|MESA POLICE|1240||33.4174444444444|-111.836666666667
HELIPORT|69AZ|AZ|MESA|MARICOPA COUNTY SHERIFFS OFFICE|1257||33.3816666666667|-111.827222222222
AIRPORT|0AZ4|AZ|MOBILE|FLYING BUCKET RANCH|1505|80|32.9822702777778|-112.287092777778
AIRPORT|5AZ6|AZ|MOBILE|MOTOWN|1600|80|32.925|-112.259444444444
AIRPORT|1AZ0|AZ|MOBILE|MOBILE|1261||33.1119444444444|-112.269166666667
AIRPORT|45AZ|AZ|MOHAVE VALLEY|WILLOW VALLEY|450|5|34.9133055555556|-114.580077777778
AIRPORT|0AZ5|AZ|MORRISTOWN|CASTLE WELL|2080||33.8658658333333|-112.603368333333
AIRPORT|12AZ|AZ|MORRISTOWN|RANTA STRIP|1840||33.8539211111111|-112.653230277778
AIRPORT|AZ32|AZ|MORRISTOWN|ROESNER RANCH|2060|100|33.8475327777778|-112.587950833333
AIRPORT|AZ28|AZ|MORRISTOWN|THUNDER RIDGE AIRPARK|1915|160|33.8215027777778|-112.573116666667
AIRPORT|OLS|AZ|NOGALES|NOGALES INTL|3955.3|340|31.4177222222222|-110.847888888889
AIRPORT|AZ82|AZ|OVERGAARD|MOGOLLON AIRPARK|6657|27|34.3972602777778|-110.529845833333
AIRPORT|44AZ|AZ|PAGE|SANDHILL RANCH|5868||36.93193|-111.969621388889
AIRPORT|PGA|AZ|PAGE|PAGE MUNI|4316.1|555|36.9260833333333|-111.448361111111
AIRPORT|29AZ|AZ|PALOMA|PALOMA RANCH|737|125|32.9056033333333|-112.900169444444
AIRPORT|AZ26|AZ|PALOMINAS|EVELYN FIELD|4242||31.3691666666667|-110.125
AIRPORT|P20|AZ|PARKER|AVI SUQUILLA|458.4|590|34.1498333333333|-114.267833333333
HELIPORT|AZ47|AZ|PARKER|LAPAZ RGNL HOSPITAL|450||34.1370361111111|-114.284922222222
AIRPORT|AZ57|AZ|PAULDEN|PILOTS REST|4482||34.9308333333333|-112.5125
AIRPORT|AZ09|AZ|PAULDEN|BIG CHINO AIRSTRIP|4410|1610|35.02784425|-112.674457777778
AIRPORT|PAN|AZ|PAYSON|PAYSON|5156.8|80|34.2568363888889|-111.339255833333
AIRPORT|1G4|AZ|PEACH SPRINGS|GRAND CANYON WEST|4816.7|350|35.9861111111111|-113.816916666667
HELIPORT|AZ12|AZ|PEACH SPRINGS|183 MILE|1705||36.1083161111111|-113.213263333333
AIRPORT|L37|AZ|PEACH SPRINGS|GRAND CANYON CAVERNS|5397|800|35.5272347222222|-113.247502777778
AIRPORT|3AZ5|AZ|PEACH SPRINGS|HUALAPAI|5317||35.5722144444444|-113.29243
HELIPORT|AZ36|AZ|PEACH SPRINGS|GRAND CANYON WEST-1|4790|350|36.0260983333333|-113.828006111111
HELIPORT|AZ35|AZ|PEACH SPRINGS|GRAND CANYON WEST-2|1220||36.0480425|-113.858285555556
AIRPORT|6AZ5|AZ|PEARCE|ASH CREEK|4680|320|31.8574833333333|-109.542316666667
AIRPORT|7AZ4|AZ|PEARCE|RANCHO RELAXO|4475|160|31.9386111111111|-109.588333333333
